id,name,lastname,price,flycode,typePassenger,statusFlight
438,Gardie,Vargas,12000.00,GU2345F,1,En Vuelo
439,Leelah,Vazquez,25000.00,GU2345F,1,En Vuelo
440,Garold,Caceres,20000.00,GU2345F,1,En Vuelo
441,Regine,Yaanez,10000.00,GU2345F,1,En Vuelo
442,Tam,Leiva,20000.00,GU2345F,2,En Vuelo
443,Davon,Escobar,20000.00,GU2345F,2,En Vuelo
444,Chrissy,Ruiz,18000.00,GU2345F,2,En Vuelo
445,Ozzie,Valdas,20000.00,GU2345F,2,En Vuelo
446,Rina,Vidal,20000.00,GU2345F,2,En Vuelo
447,Guy,Salinas,42000.00,GU2345F,2,En Vuelo
448,Lenora,Zaaniga,18000.00,GU2345F,2,En Vuelo
449,Julietta,Peana,42000.00,GU2345F,2,En Vuelo
450,Alexandr,Godoy,18000.00,GU2345F,2,En Vuelo
451,Margalit,Lagos,15000.00,GU2345F,2,En Vuelo
452,Samara,Maldonado,50000.00,GU2345F,2,En Vuelo
453,Portie,Bustos,15000.00,GU2345F,2,En Vuelo
454,Korella,Medina,33000.00,GU2345F,2,En Vuelo
455,Hilly,Pino,30000.00,GU2345F,2,En Vuelo
456,Leeanne,Palma,10000.00,GU2345F,2,En Vuelo
457,Arnaldo,Moreno,10000.00,GU2345F,2,En Vuelo
458,Kassi,Sanhueza,37000.00,GU2345F,2,En Vuelo
459,Karen,Carvajal,20000.00,GU2345F,2,En Vuelo
460,Mac,Navarrete,20000.00,GU2345F,2,En Vuelo
461,Anthia,Saez,37000.00,GU2345F,2,En Vuelo
462,Marsiella,Alvarado,20000.00,GU2345F,2,En Vuelo
463,Shea,Donoso,12000.00,GU2345F,2,En Vuelo
464,Liana,Poblete,15000.00,GU2345F,2,En Vuelo
465,Carley,Bustamante,12000.00,GU2345F,2,En Vuelo
466,Carlye,Toro,37000.00,GU2345F,2,En Vuelo
467,Svend,Ortega,25000.00,GU2345F,2,En Vuelo
468,Kendell,Venegas,25000.00,GU2345F,2,En Vuelo
469,Chrisy,Guerrero,15000.00,GU2345F,2,En Vuelo
470,Rod,Mendoza,50000.00,GU2345F,2,En Vuelo
471,Ramsay,Faraas,20000.00,GU2345F,2,En Vuelo
472,Saidee,San Martan,50000.00,GU2345F,2,En Vuelo
473,Erek,Gonzalez,10000.00,GU2345F,2,En Vuelo
474,Salomi,Fernandez,10000.00,GU2345F,2,En Vuelo
475,Coletta,Rodraguez,50000.00,GU2345F,2,En Vuelo
476,Abigael,Lampez,12000.00,GU2345F,2,En Vuelo
477,Mariele,Martanez,33000.00,GU2345F,3,En Vuelo
478,Brooke,Sanchez,20000.00,GU2345F,3,En Vuelo
479,Benita,Parez,25000.00,GU2345F,3,En Vuelo
480,Marissa,Gammez,37000.00,GU2345F,3,En Vuelo
481,Lionello,Martan,37000.00,GU2345F,3,En Vuelo
482,Tori,Jimanez,42000.00,GU2345F,3,En Vuelo
483,Micheil,Ruiz,37000.00,GU2345F,3,En Vuelo
484,Kym,Hernandez,20000.00,GU2345F,3,En Vuelo
485,Melisse,Daaz,10000.00,GU2345F,3,En Vuelo
486,Bartholomew,Moreno,33000.00,GU2345F,3,En Vuelo
487,Rorie,Gonzalez,25000.00,GU2345F,3,En Vuelo
488,Hedvige,Muanoz,37000.00,GU2345F,3,En Vuelo
489,Dorothea,Romero,15000.00,GU2345F,3,En Vuelo
490,Tamarah,Alonso,50000.00,GU2345F,3,En Vuelo
491,Skipton,Gutiarrez,10000.00,GU2345F,3,En Vuelo
492,Minny,Navarro,33000.00,GU2345F,3,En Vuelo
493,Joshia,Torres,33000.00,GU2345F,3,En Vuelo
494,Mirilla,Domanguez,30000.00,GU2345F,3,En Vuelo
495,Willey,Vazquez,15000.00,GU2345F,3,En Vuelo
496,Conrado,Ramos,50000.00,GU2345F,3,En Vuelo
497,Fredia,Gonzalez,30000.00,GU2345F,3,En Vuelo
498,Gretchen,Muanoz,12000.00,GU2345F,3,En Vuelo
499,Bibbie,Rojas,37000.00,GU2345F,3,En Vuelo
500,Warren,Daaz,25000.00,GU2345F,3,En Vuelo
501,Gabi,Parez,30000.00,GU2345F,3,En Vuelo
502,Callie,Soto,50000.00,GU2345F,3,En Vuelo
503,Patton,Contreras,15000.00,GU2345F,3,En Vuelo
504,Karie,Silva,25000.00,GU2345F,3,En Vuelo
505,Martguerita,Martanez,50000.00,GU2345F,3,En Vuelo
506,Lothaire,Sepalveda,20000.00,GU2345F,3,En Vuelo
507,Patrice,Morales,37000.00,GU2345F,3,En Vuelo
508,Lin,Rodraguez,12000.00,MM0987B,3,En Horario
509,Cornie,Lampez,42000.00,MM0987B,3,En Horario
510,Irena,Fuentes,20000.00,MM0987B,3,En Horario
511,Markos,Hernandez,20000.00,MM0987B,3,En Horario
512,Bird,Torres,18000.00,MM0987B,3,En Horario
513,Lorna,Araya,42000.00,MM0987B,3,En Horario
514,Vincents,Flores,25000.00,MM0987B,3,En Horario
515,Torrey,Espinoza,42000.00,GU2345F,3,En Vuelo
516,Pernell,Valenzuela,50000.00,GU2345F,3,En Vuelo
517,Danya,Castillo,25000.00,GU2345F,3,En Vuelo
518,Erda,Tapia,37000.00,GU2345F,3,En Vuelo
519,Ethe,Reyes,20000.00,GU2345F,3,En Vuelo
520,Coop,Gutiarrez,37000.00,GU2345F,3,En Vuelo
521,Sheridan,Castro,50000.00,GU2345F,3,En Vuelo
522,Charles,Pizarro,42000.00,GU2345F,3,En Vuelo
523,Eddy,Gonzalez,12000.00,GU2345F,3,En Vuelo
524,Janey,Vasquez,42000.00,GU2345F,3,En Vuelo
525,Edan,Sanchez,20000.00,GU2345F,3,En Vuelo
526,Homer,Fernandez,10000.00,GU2345F,3,En Vuelo
527,Eveline,Ramarez,37000.00,GU2345F,3,En Vuelo
528,Helenelizabeth,Carrasco,20000.00,GU2345F,3,En Vuelo
529,Daveta,Gammez,20000.00,GU2345F,3,En Vuelo
530,Mort,Cortas,42000.00,GU2345F,3,En Vuelo
531,Maxi,Herrera,37000.00,GU2345F,3,En Vuelo
532,Nathalie,Naanez,37000.00,GU2345F,3,En Vuelo
533,Dennison,Jara,25000.00,GU2345F,3,En Vuelo
534,Bunnie,Vergara,33000.00,GU2345F,3,En Vuelo
535,Frans,Rivera,33000.00,BA2491A,3,Aterrizado
536,Delmar,Figueroa,42000.00,BA2491A,3,Aterrizado
537,Ced,Riquelme,20000.00,BA2491A,3,Aterrizado
538,Caren,Garcaa,12000.00,BA2491A,3,Aterrizado
539,Christie,Miranda,18000.00,BA2491A,3,Aterrizado
540,Saunders,Bravo,25000.00,BA2491A,3,Aterrizado
541,Deny,Vera,18000.00,GU2345F,3,En Vuelo
542,Gene,Molina,15000.00,GU2345F,3,En Vuelo
543,Margeaux,Vega,18000.00,GU2345F,3,En Vuelo
544,Prisca,Campos,18000.00,GU2345F,3,En Vuelo
545,Domini,Sandoval,18000.00,GU2345F,3,En Vuelo
546,Henrie,Orellana,50000.00,GU2345F,3,En Vuelo
547,Marj,Cardenas,18000.00,GU2345F,3,En Vuelo
548,Mab,Olivares,25000.00,GU2345F,3,En Vuelo
549,Josiah,Alarcamn,12000.00,GU2345F,3,En Vuelo
550,Mathe,Gallardo,12000.00,GU2345F,3,En Vuelo
551,Gauthier,Ortiz,12000.00,GU2345F,3,En Vuelo
552,Delmore,Garrido,33000.00,GU2345F,3,En Vuelo
553,Lynett,Salazar,37000.00,GU2345F,3,En Vuelo
554,Lucais,Guzman,42000.00,GU2345F,3,En Vuelo
555,Clarice,Henraquez,33000.00,GU2345F,3,En Vuelo
556,Aeriela,Saavedra,37000.00,GU2345F,3,En Vuelo
557,Babbie,Navarro,15000.00,GU2345F,3,En Vuelo
558,Caren,Aguilera,15000.00,GU2345F,3,En Vuelo
559,Jessamine,Parra,18000.00,GU2345F,3,En Vuelo
560,Hesther,Romero,15000.00,GU2345F,3,En Vuelo
561,Sasha,Aravena,15000.00,GU2345F,3,En Vuelo
562,Erica,Vargas,10000.00,GU2345F,3,En Vuelo
563,Keith,Vazquez,10000.00,GU2345F,3,En Vuelo
564,Briney,Caceres,12000.00,GU2345F,3,En Vuelo
565,Rutherford,Yaanez,15000.00,GU2345F,3,En Vuelo
566,Lemmie,Leiva,18000.00,GU2345F,3,En Vuelo
567,Dur,Escobar,25000.00,GU2345F,3,En Vuelo
568,Modesta,Ruiz,33000.00,GU2345F,3,En Vuelo
569,Carter,Valdas,33000.00,GU2345F,3,En Vuelo
570,Retha,Vidal,15000.00,GU2345F,3,En Vuelo
571,Carma,Salinas,33000.00,GU2345F,3,En Vuelo
572,Antonella,Zaaniga,15000.00,GU2345F,3,En Vuelo
573,Sutherlan,Peana,10000.00,GU2345F,3,En Vuelo
574,Phillipe,Godoy,37000.00,GU2345F,3,En Vuelo
575,Florida,Lagos,37000.00,HY4567D,1,Demorado
576,Corrina,Maldonado,15000.00,HY4567D,1,Demorado
577,Adrianne,Bustos,10000.00,HY4567D,1,Demorado
578,Scarlett,Medina,20000.00,HY4567D,1,Demorado
579,Shel,Pino,25000.00,HY4567D,1,Demorado
580,Delaney,Palma,50000.00,HY4567D,1,Demorado
581,Tiphani,Moreno,33000.00,HY4567D,1,Demorado
582,Grier,Sanhueza,42000.00,HY4567D,1,Demorado
583,Annabell,Carvajal,15000.00,HY4567D,1,Demorado
584,Basil,Navarrete,12000.00,HY4567D,1,Demorado
585,Horatius,Saez,18000.00,HY4567D,1,Demorado
586,Umeko,Alvarado,30000.00,HY4567D,1,Demorado
587,Hayes,Donoso,10000.00,HY4567D,1,Demorado
588,Lynnette,Poblete,37000.00,HY4567D,1,Demorado
589,Hesther,Bustamante,33000.00,HY4567D,1,Demorado
590,Trumaine,Toro,15000.00,HY4567D,1,Demorado
591,Emlyn,Ortega,50000.00,HY4567D,1,Demorado
592,Corabelle,Venegas,37000.00,HY4567D,1,Demorado
593,Vic,Guerrero,25000.00,HY4567D,1,Demorado
594,Cyndia,Mendoza,33000.00,HY4567D,1,Demorado
595,Gray,Faraas,42000.00,HY4567D,1,Demorado
596,Dylan,San Martan,30000.00,HY4567D,1,Demorado
597,Isabelle,Gonzalez,20000.00,HY4567D,1,Demorado
598,Eachelle,Fernandez,37000.00,HY4567D,1,Demorado
599,Howard,Rodraguez,18000.00,HY4567D,1,Demorado
600,Cornall,Lampez,18000.00,HY4567D,1,Demorado
601,Emmalee,Martanez,18000.00,HY4567D,1,Demorado
602,Brian,Sanchez,20000.00,HY4567D,1,Demorado
603,Cahra,Parez,50000.00,HY4567D,2,Demorado
604,Arvin,Gammez,50000.00,HY4567D,2,Demorado
605,Minda,Martan,15000.00,HY4567D,2,Demorado
606,Dedie,Jimanez,33000.00,HY4567D,2,Demorado
607,Lydia,Ruiz,15000.00,HY4567D,2,Demorado
608,Joshia,Hernandez,25000.00,HY4567D,2,Demorado
609,Bernita,Daaz,15000.00,HY4567D,2,Demorado
610,Sayre,Moreno,33000.00,HY4567D,2,Demorado
611,Pearla,Gonzalez,20000.00,HY4567D,2,Demorado
612,Fidole,Muanoz,30000.00,HY4567D,2,Demorado
613,Evin,Romero,12000.00,HY4567D,2,Demorado
614,Fredia,Alonso,20000.00,HY4567D,2,Demorado
615,Idalina,Gutiarrez,50000.00,HY4567D,2,Demorado
616,Hetti,Navarro,30000.00,HY4567D,2,Demorado
617,Kirk,Torres,30000.00,HY4567D,2,Demorado
618,Orson,Domanguez,25000.00,HY4567D,2,Demorado
619,Lyndsay,Vazquez,42000.00,HY4567D,2,Demorado
620,Lissy,Ramos,37000.00,HY4567D,2,Demorado
621,Odessa,Gonzalez,50000.00,HY4567D,2,Demorado
622,Hestia,Muanoz,18000.00,HY4567D,2,Demorado
623,Dorotea,Rojas,10000.00,HY4567D,2,Demorado
624,Giraud,Daaz,15000.00,HY4567D,2,Demorado
625,Tonya,Parez,37000.00,HY4567D,2,Demorado
626,Menard,Soto,37000.00,HY4567D,2,Demorado
627,Nicola,Contreras,12000.00,HY4567D,2,Demorado
628,Maddy,Silva,25000.00,HY4567D,2,Demorado
629,Mace,Martanez,18000.00,HY4567D,2,Demorado
630,Lyndy,Sepalveda,37000.00,HY4567D,2,Demorado
631,Ivonne,Morales,20000.00,HY4567D,2,Demorado
632,Josepha,Rodraguez,20000.00,HY4567D,3,Demorado
633,Shandra,Lampez,50000.00,HY4567D,3,Demorado
634,Viva,Fuentes,25000.00,HY4567D,3,Demorado
635,Sherwin,Hernandez,10000.00,HY4567D,3,Demorado
636,Abigail,Torres,18000.00,HY4567D,3,Demorado
637,Rosalia,Araya,18000.00,HY4567D,3,Demorado
638,Merissa,Flores,25000.00,HY4567D,3,Demorado
639,Marylee,Espinoza,50000.00,HY4567D,3,Demorado
640,Wolfy,Valenzuela,33000.00,HY4567D,3,Demorado
641,Maia,Castillo,10000.00,HY4567D,3,Demorado
642,Elinor,Tapia,33000.00,HY4567D,3,Demorado
643,Neron,Reyes,42000.00,HY4567D,3,Demorado
644,Malachi,Gutiarrez,25000.00,HY4567D,3,Demorado
645,Sarajane,Castro,10000.00,HY4567D,3,Demorado
646,Arlie,Pizarro,42000.00,HY4567D,3,Demorado
647,Felike,Gonzalez,12000.00,HY4567D,3,Demorado
648,Ethan,Vasquez,12000.00,HY4567D,3,Demorado
649,Ruthy,Sanchez,20000.00,HY4567D,3,Demorado
650,Hugo,Fernandez,30000.00,HY4567D,3,Demorado
651,Thorndike,Ramarez,10000.00,HY4567D,3,Demorado
652,Cesaro,Carrasco,30000.00,HY4567D,3,Demorado
653,Harmonia,Gammez,12000.00,HY4567D,3,Demorado
654,Damara,Cortas,12000.00,HY4567D,3,Demorado
655,Maddy,Herrera,25000.00,HY4567D,3,Demorado
656,Filmer,Naanez,50000.00,HY4567D,3,Demorado
657,Boothe,Jara,12000.00,HY4567D,3,Demorado
658,Dorrie,Vergara,42000.00,HY4567D,3,Demorado
659,Willdon,Rivera,10000.00,HY4567D,3,Demorado
660,Cindi,Figueroa,12000.00,HY4567D,3,Demorado
661,Shermie,Riquelme,12000.00,HY4567D,3,Demorado
662,Byrom,Garcaa,42000.00,HY4567D,3,Demorado
663,Millie,Miranda,15000.00,HY4567D,3,Demorado
664,Natassia,Bravo,42000.00,HY4567D,3,Demorado
665,Wheeler,Vera,25000.00,HY4567D,3,Demorado
666,Caritta,Molina,12000.00,HY4567D,3,Demorado
667,Kennan,Vega,12000.00,HY4567D,3,Demorado
668,Katina,Campos,20000.00,HY4567D,3,Demorado
669,Beverlee,Sandoval,25000.00,HY4567D,3,Demorado
670,Arlette,Orellana,30000.00,HY4567D,3,Demorado
671,Jacqueline,Cardenas,50000.00,HY4567D,3,Demorado
672,Sheilakathryn,Olivares,10000.00,HY4567D,3,Demorado
673,Lambert,Alarcamn,42000.00,HY4567D,3,Demorado
674,Lamont,Gallardo,33000.00,HY4567D,3,Demorado
675,Immanuel,Ortiz,33000.00,HY4567D,3,Demorado
676,Nani,Garrido,50000.00,HY4567D,3,Demorado
677,Galen,Salazar,50000.00,HY4567D,3,Demorado
678,Nilson,Guzman,10000.00,HY4567D,3,Demorado
679,Tomi,Henraquez,50000.00,HY4567D,3,Demorado
680,Flore,Saavedra,30000.00,HY4567D,3,Demorado
681,Burgess,Navarro,12000.00,HY4567D,3,Demorado
682,Tally,Aguilera,42000.00,HY4567D,3,Demorado
683,Jaquenette,Parra,25000.00,HY4567D,3,Demorado
684,Sly,Romero,42000.00,HY4567D,3,Demorado
685,Yul,Aravena,30000.00,HY4567D,3,Demorado
686,Rosalyn,Vargas,37000.00,HY4567D,3,Demorado
687,Devondra,Vazquez,10000.00,HY4567D,3,Demorado
688,Xenos,Caceres,37000.00,HY4567D,3,Demorado
689,Terrence,Yaanez,42000.00,HY4567D,3,Demorado
690,Krystyna,Leiva,50000.00,HY4567D,3,Demorado
691,Krishna,Escobar,50000.00,HY4567D,3,Demorado
692,Zorina,Ruiz,18000.00,HY4567D,3,Demorado
693,Baxy,Valdas,20000.00,HY4567D,3,Demorado
694,Terrie,Vidal,42000.00,HY4567D,3,Demorado
695,Justino,Salinas,18000.00,HY4567D,3,Demorado
696,Erhard,Zaaniga,33000.00,HY4567D,3,Demorado
697,Robbie,Peana,30000.00,HY4567D,3,Demorado
698,Paddie,Godoy,33000.00,HY4567D,3,Demorado
699,Evelyn,Lagos,10000.00,HY4567D,3,Demorado
700,Abbot,Maldonado,33000.00,HY4567D,3,Demorado
701,Tedra,Bustos,33000.00,HY4567D,3,Demorado
702,Rikki,Medina,12000.00,HY4567D,3,Demorado
703,Alverta,Pino,25000.00,HY4567D,3,Demorado
704,Pauly,Palma,30000.00,HY4567D,3,Demorado
705,Ariella,Moreno,12000.00,HY4567D,3,Demorado
706,Lia,Sanhueza,20000.00,HY4567D,3,Demorado
707,Petronille,Carvajal,42000.00,HY4567D,3,Demorado
708,Merle,Navarrete,10000.00,HY4567D,3,Demorado
709,Hagan,Saez,50000.00,HY4567D,3,Demorado
710,Nikolaus,Alvarado,30000.00,HY4567D,3,Demorado
711,Cinda,Donoso,42000.00,HY4567D,3,Demorado
712,Matelda,Poblete,18000.00,HY4567D,3,Demorado
713,Roslyn,Bustamante,25000.00,HY4567D,3,Demorado
714,Jerrylee,Toro,10000.00,HY4567D,3,Demorado
715,Lucky,Ortega,42000.00,IB0800A,3,Aterrizado
716,Elita,Venegas,18000.00,IB0800A,3,Aterrizado
717,Hyacinthia,Guerrero,25000.00,IB0800A,3,Aterrizado
718,Fina,Mendoza,42000.00,IB0800A,3,Aterrizado
719,Kamila,Faraas,42000.00,IB0800A,3,Aterrizado
720,Jennie,San Martan,42000.00,IB0800A,3,Aterrizado
721,Riobard,Gonzalez,42000.00,IB0800A,3,Aterrizado
722,Joannes,Fernandez,10000.00,IB0800A,3,Aterrizado
723,Darlene,Rodraguez,42000.00,IB0800A,3,Aterrizado
724,Zia,Lampez,42000.00,IB0800A,3,Aterrizado
725,Cristina,Martanez,15000.00,IB0800A,3,Aterrizado
726,Jonathon,Sanchez,50000.00,IB0800A,3,Aterrizado
727,Rickie,Parez,42000.00,IB0800A,3,Aterrizado
728,Klara,Gammez,50000.00,IB0800A,3,Aterrizado
729,Osbert,Martan,33000.00,IB0800A,3,Aterrizado
730,Emmet,Jimanez,37000.00,IB0800A,3,Aterrizado
731,Cassandry,Ruiz,33000.00,IB0800A,3,Aterrizado
732,Enrica,Hernandez,18000.00,IB0800A,3,Aterrizado
733,Evvy,Daaz,42000.00,IB0800A,3,Aterrizado
734,Silas,Moreno,20000.00,IB0800A,3,Aterrizado
735,Kaia,Gonzalez,25000.00,IB0800A,3,Aterrizado
736,Arvie,Muanoz,15000.00,IB0800A,3,Aterrizado
737,Keith,Romero,20000.00,FR5678G,1,En Horario
738,Silvie,Alonso,12000.00,FR5678G,1,En Horario
739,Winnifred,Gutiarrez,10000.00,FR5678G,1,En Horario
740,Chen,Navarro,37000.00,FR5678G,1,En Horario
741,Carleton,Torres,15000.00,FR5678G,1,En Horario
742,Silvano,Domanguez,12000.00,FR5678G,1,En Horario
743,Pancho,Vazquez,18000.00,FR5678G,1,En Horario
744,Melonie,Ramos,33000.00,FR5678G,1,En Horario
745,Gordon,Gonzalez,12000.00,FR5678G,1,En Horario
746,Rosemarie,Muanoz,10000.00,FR5678G,1,En Horario
747,Graehme,Rojas,18000.00,FR5678G,1,En Horario
748,Mitchael,Daaz,33000.00,FR5678G,1,En Horario
749,Carola,Parez,10000.00,FR5678G,1,En Horario
750,Zsa zsa,Soto,20000.00,FR5678G,1,En Horario
751,Jude,Contreras,12000.00,FR5678G,1,En Horario
752,Arch,Silva,33000.00,FR5678G,1,En Horario
753,Andrej,Martanez,50000.00,FR5678G,1,En Horario
754,Amber,Sepalveda,42000.00,FR5678G,1,En Horario
755,Dorian,Morales,15000.00,FR5678G,1,En Horario
756,Kaitlynn,Rodraguez,15000.00,FR5678G,1,En Horario
757,Kerianne,Lampez,37000.00,FR5678G,1,En Horario
758,Boycie,Fuentes,18000.00,FR5678G,1,En Horario
759,Nanete,Hernandez,37000.00,FR5678G,1,En Horario
760,Sidonia,Torres,10000.00,FR5678G,1,En Horario
761,Galvan,Araya,33000.00,FR5678G,1,En Horario
762,Lucienne,Flores,25000.00,FR5678G,1,En Horario
763,Davidson,Espinoza,37000.00,FR5678G,1,En Horario
764,Roslyn,Valenzuela,10000.00,FR5678G,1,En Horario
765,Jenny,Castillo,33000.00,FR5678G,2,En Horario
766,Toby,Tapia,20000.00,FR5678G,2,En Horario
767,Brynne,Reyes,18000.00,FR5678G,2,En Horario
768,Blakeley,Gutiarrez,18000.00,FR5678G,2,En Horario
769,Egan,Castro,10000.00,FR5678G,2,En Horario
770,Barbey,Pizarro,20000.00,FR5678G,2,En Horario
771,Portia,Gonzalez,33000.00,FR5678G,2,En Horario
772,Alica,Vasquez,37000.00,FR5678G,2,En Horario
773,Juliana,Sanchez,50000.00,FR5678G,2,En Horario
774,Barde,Fernandez,18000.00,FR5678G,2,En Horario
775,Wilie,Ramarez,30000.00,FR5678G,2,En Horario
776,Letta,Carrasco,10000.00,FR5678G,2,En Horario
777,Ree,Gammez,42000.00,FR5678G,2,En Horario
778,Ingmar,Cortas,18000.00,FR5678G,2,En Horario
779,Melva,Herrera,42000.00,FR5678G,2,En Horario
780,Tootsie,Naanez,25000.00,FR5678G,2,En Horario
781,Felike,Jara,33000.00,FR5678G,2,En Horario
782,Laughton,Vergara,15000.00,FR5678G,2,En Horario
783,Crosby,Rivera,12000.00,FR5678G,2,En Horario
784,Marianne,Figueroa,33000.00,FR5678G,2,En Horario
785,Francine,Riquelme,42000.00,FR5678G,2,En Horario
786,Edan,Garcaa,50000.00,FR5678G,2,En Horario
787,Fayre,Miranda,18000.00,FR5678G,2,En Horario
788,Adelaida,Bravo,37000.00,FR5678G,2,En Horario
789,Florella,Vera,25000.00,FR5678G,2,En Horario
790,Noll,Molina,30000.00,FR5678G,2,En Horario
791,Ki,Vega,42000.00,FR5678G,2,En Horario
792,Jermayne,Campos,33000.00,FR5678G,2,En Horario
793,Grayce,Sandoval,33000.00,FR5678G,2,En Horario
794,Harv,Orellana,42000.00,FR5678G,2,En Horario
795,Lorianna,Cardenas,15000.00,FR5678G,2,En Horario
796,Hersh,Olivares,33000.00,FR5678G,2,En Horario
797,Diahann,Alarcamn,33000.00,FR5678G,2,En Horario
798,Yelena,Gallardo,50000.00,FR5678G,2,En Horario
799,Emmaline,Ortiz,37000.00,FR5678G,2,En Horario
800,Daffi,Garrido,12000.00,FR5678G,2,En Horario
801,Janine,Salazar,50000.00,FR5678G,2,En Horario
802,Sheilah,Guzman,42000.00,FR5678G,2,En Horario
803,Lazaro,Henraquez,10000.00,FR5678G,2,En Horario
804,Earle,Saavedra,30000.00,FR5678G,2,En Horario
805,Fred,Navarro,25000.00,FR5678G,3,En Horario
806,Almira,Aguilera,42000.00,FR5678G,3,En Horario
807,Wini,Parra,37000.00,FR5678G,3,En Horario
808,Emanuel,Romero,30000.00,FR5678G,3,En Horario
809,Obadias,Aravena,10000.00,FR5678G,3,En Horario
810,Efrem,Vargas,20000.00,FR5678G,3,En Horario
811,Susi,Vazquez,18000.00,FR5678G,3,En Horario
812,Maxy,Caceres,15000.00,FR5678G,3,En Horario
813,Agnes,Yaanez,42000.00,FR5678G,3,En Horario
814,Obadiah,Leiva,12000.00,FR5678G,3,En Horario
815,Lefty,Escobar,50000.00,FR5678G,3,En Horario
816,Michele,Ruiz,42000.00,FR5678G,3,En Horario
817,Cynthia,Valdas,25000.00,FR5678G,3,En Horario
818,Hyatt,Vidal,20000.00,FR5678G,3,En Horario
819,Roch,Salinas,33000.00,FR5678G,3,En Horario
820,Mag,Zaaniga,12000.00,FR5678G,3,En Horario
821,Trevor,Peana,10000.00,FR5678G,3,En Horario
822,Jefferey,Godoy,10000.00,FR5678G,3,En Horario
823,Tania,Lagos,42000.00,FR5678G,3,En Horario
824,Mercie,Maldonado,42000.00,FR5678G,3,En Horario
825,Andrei,Bustos,10000.00,FR5678G,3,En Horario
826,Yetta,Medina,25000.00,FR5678G,3,En Horario
827,Angeli,Pino,20000.00,FR5678G,3,En Horario
828,Norbert,Palma,20000.00,FR5678G,3,En Horario
829,Conan,Moreno,20000.00,FR5678G,3,En Horario
830,Cale,Sanhueza,50000.00,FR5678G,3,En Horario
831,Christina,Carvajal,37000.00,FR5678G,3,En Horario
832,Olivier,Navarrete,20000.00,FR5678G,3,En Horario
833,Oby,Saez,12000.00,FR5678G,3,En Horario
834,Chad,Alvarado,15000.00,FR5678G,3,En Horario
835,Adelle,Donoso,10000.00,FR5678G,3,En Horario
836,Keene,Poblete,25000.00,FR5678G,3,En Horario
837,Corrina,Bustamante,50000.00,FR5678G,3,En Horario
838,Hashim,Toro,50000.00,FR5678G,3,En Horario
839,Oralia,Ortega,10000.00,FR5678G,3,En Horario
840,Wadsworth,Venegas,30000.00,FR5678G,3,En Horario
841,Shelley,Guerrero,15000.00,FR5678G,3,En Horario
842,Irv,Mendoza,15000.00,FR5678G,3,En Horario
843,Grant,Faraas,33000.00,FR5678G,3,En Horario
844,Bella,San Martan,18000.00,FR5678G,3,En Horario
845,Yardley,Gonzalez,50000.00,FR5678G,3,En Horario
846,Brendin,Fernandez,10000.00,FR5678G,3,En Horario
847,Estella,Rodraguez,42000.00,FR5678G,3,En Horario
848,Rasia,Lampez,37000.00,FR5678G,3,En Horario
849,Gibb,Martanez,20000.00,FR5678G,3,En Horario
850,Amanda,Sanchez,37000.00,FR5678G,3,En Horario
851,Sidoney,Parez,20000.00,FR5678G,3,En Horario
852,Giacopo,Gammez,18000.00,FR5678G,3,En Horario
853,Eve,Martan,12000.00,FR5678G,3,En Horario
854,Levon,Jimanez,25000.00,FR5678G,3,En Horario
855,Vassili,Ruiz,33000.00,FR5678G,3,En Horario
856,Henrieta,Hernandez,30000.00,FR5678G,3,En Horario
857,Devlen,Daaz,37000.00,FR5678G,3,En Horario
858,Ophelie,Moreno,37000.00,FR5678G,3,En Horario
859,Abramo,Gonzalez,37000.00,FR5678G,3,En Horario
860,Fair,Muanoz,37000.00,FR5678G,3,En Horario
861,Pietrek,Romero,25000.00,FR5678G,3,En Horario
862,Holden,Alonso,50000.00,FR5678G,3,En Horario
863,Cherish,Gutiarrez,42000.00,FR5678G,3,En Horario
864,Alonzo,Navarro,12000.00,FR5678G,3,En Horario
865,Devonna,Torres,18000.00,FR5678G,3,En Horario
866,Rubi,Domanguez,18000.00,FR5678G,3,En Horario
867,Emmanuel,Vazquez,30000.00,FR5678G,3,En Horario
868,Trumaine,Ramos,42000.00,FR5678G,3,En Horario
869,Malory,Gonzalez,42000.00,FR5678G,3,En Horario
870,Pearla,Muanoz,33000.00,FR5678G,3,En Horario
871,Phelia,Rojas,33000.00,FR5678G,3,En Horario
872,Madonna,Daaz,10000.00,FR5678G,3,En Horario
873,Thomasa,Parez,18000.00,FR5678G,3,En Horario
874,Estella,Soto,20000.00,FR5678G,3,En Horario
875,Saw,Contreras,15000.00,FR5678G,3,En Horario
876,Cecil,Silva,37000.00,FR5678G,3,En Horario
877,Mac,Martanez,25000.00,FR5678G,3,En Horario
878,Ralf,Sepalveda,12000.00,FR5678G,3,En Horario
879,Barbey,Morales,12000.00,FR5678G,3,En Horario
880,Josi,Rodraguez,18000.00,FR5678G,3,En Horario
881,Kenna,Lampez,25000.00,FR5678G,3,En Horario
882,Rina,Fuentes,25000.00,FR5678G,3,En Horario
883,Callida,Hernandez,33000.00,FR5678G,3,En Horario
884,Lona,Torres,30000.00,FR5678G,3,En Horario
885,Jan,Araya,18000.00,FR5678G,3,En Horario
886,Bailey,Flores,30000.00,FR5678G,3,En Horario
887,Guillermo,Espinoza,42000.00,FR5678G,3,En Horario
888,Katlin,Valenzuela,25000.00,FR5678G,3,En Horario
